,ISO3,CDD,Year_ref,Year_past,GDP_past,GDP,gdp_historical_growth,CDD_ssp1_rcp26_2100,CDD_ssp2_rcp45_2100,CDD_ssp5_rcp60_2100,Country,income_group,CDD_ssp1_rcp26_2100_diff,CDD_ssp2_rcp45_2100_diff,CDD_ssp5_rcp60_2100_diff,exposure_times_cdd,ac_adoption,gdp_const_ssp1_rcp26,gdp_const_ssp2_rcp45,gdp_const_ssp5_rcp60,gdp_const_ssp1_rcp26_custom_exp_cdd,gdp_const_ssp2_rcp45_custom_exp_cdd,gdp_const_ssp5_rcp60_custom_exp_cdd
0,AFG,876.75506,2019,2002.0,1280.46317065778,2079.92186098824,0.028946838096623573,1078.0,1346.0,1526.0,Afghanistan,low,201.24494000000004,469.24494000000004,649.24494,860.3627342438621,0.018696585288185186,0.022732749364384075,0.028826447708404368,0.030902324817787985,0.04243790291566518,0.04269930496133734,0.04279101324100254
1,ALB,630.35247,2019,1990.0,4827.02770509029,13653.182207385,0.036503638229296476,828.0,1119.0,1189.0,Albania,upper middle,197.64752999999996,488.64752999999996,558.64753,498.6743586050687,0.2088960028901471,0.006940923741169058,0.010758833614555874,0.011299458234977022,0.017974993379512805,0.018554080776856274,0.018631043642717948
2,DZA,1231.21753,2019,1990.0,8828.87447349486,11627.2799177398,0.009539228872294636,1407.0,1750.0,1855.0,Algeria,lower middle,175.7824700000001,518.7824700000001,623.7824700000001,1009.3456196763585,0.18020528860049723,0.004497494250236489,0.008702344641026816,0.009495513970040559,0.020814192193827852,0.02093107663709537,0.0209482865774564
3,AGO,2169.94281,2019,1990.0,5793.08451204045,6602.26921128365,0.00451874886480752,1758.0,2389.0,2630.0,Angola,lower middle,-411.94281,219.05719,460.05719,1975.950940792182,0.08939953086036301,,0.006198409140293126,0.009701372729665536,0.02809076735273197,0.028128667089622583,0.028118480669736545
4,ARG,850.95843,2019,1990.0,14136.5254005803,22071.7480998394,0.01548195098552263,932.0,1217.0,1383.0,Argentina,upper middle,81.04156999999998,366.04157,532.04157,538.5240509640645,0.36715586569362213,0.001549558972445464,0.004712312443581057,0.005761384765290645,0.012226545534485433,0.012634988174189399,0.012755281016270548
5,ARM,367.0943,2019,1990.0,5153.29821050756,14317.5528692827,0.03586433388488164,371.0,677.0,874.0,Armenia,upper middle,3.9057000000000244,309.9057,506.9057,289.35657859558484,0.21176499173213836,0.000414068181007643,0.011634002318228864,0.013573980181194045,0.012650004377585233,0.016743413703879995,0.017510258248207622
6,AUS,790.79296,2019,1990.0,31006.100226642,49379.093333787,0.016175749235966208,777.0,963.0,1128.0,Australia,high,-13.792959999999994,172.20704,337.20704,215.40289463363993,0.7276115171363691,,0.0007487954272662467,0.001188410085031677,0.00177422588034859,0.002276992793673438,0.0025268051429028215
7,AUT,247.14882,2019,1990.0,37494.5604129864,55806.4382499366,0.013808026955007158,446.0,609.0,689.0,Austria,high,198.85118,361.85118,441.85118,88.79856018840646,0.6407081361407817,0.0030017408429812154,0.0034490566563700753,0.0035170550641829834,,,
8,AZE,793.054,2019,1990.0,7616.91027506113,14442.0408668016,0.022306271771311392,951.0,1344.0,1470.0,Azerbaijan,upper middle,157.94600000000003,550.946,676.946,613.0134859726212,0.22702175895636212,0.004735798886057241,0.009481335068463048,0.010273766202808066,0.017581070675789068,0.018048916496459455,0.018116564353811926
9,BHS,2783.32722,2019,1990.0,35674.4556311246,33862.9446487499,-0.0017954058375363458,3061.0,3365.0,3521.0,Bahamas,high,277.6727799999999,581.6727799999999,737.6727799999999,990.2269712562514,0.6442290492685041,0.0005293534920798315,0.0009864578714464667,0.0011837908866194624,0.007543134416039932,0.007514861799930328,0.007499332065086239
10,BGD,2874.67348,2019,1990.0,1730.36894499325,5467.20752090206,0.04046748275006595,3335.0,4068.0,4142.0,Bangladesh,lower middle,460.3265200000001,1193.32652,1267.32652,2672.901404484785,0.07018956306481638,0.009678472492277823,0.014947014997858998,0.015277416859551973,0.03045728577200646,0.030380068703655505,0.030372035274106368
11,BLR,166.58561,2019,1990.0,8895.17217109963,19288.0406878264,0.027048184288959165,357.0,551.0,577.0,Belarus,upper middle,190.41439,384.41439,410.41439,121.54214434288961,0.2703922965321578,0.012294268531343189,0.014476389668551803,0.014614216623610954,0.008494370082762881,0.012065540009407183,0.01230845033433492
12,BEL,149.1616,2019,1990.0,35506.9265146541,51987.7139145095,0.013234382792935762,293.0,405.0,540.0,Belgium,high,143.8384,255.8384,390.8384,65.81461312311593,0.5587697294537204,0.005531200711020423,0.006020927869053283,0.006002232271919539,,,
13,BLZ,3131.04039,2019,1990.0,6396.50071946363,9028.55148483032,0.011955065049643165,3189.0,3519.0,3760.0,Belize,upper middle,57.959609999999884,387.9596099999999,628.9596099999999,2700.639050137407,0.13746272364841416,0.0010048268549107675,0.004936106589583655,0.006770037798193851,0.02410957021075899,0.024076948248126895,0.0240517478741773
14,BEN,3506.26079,2019,1990.0,2109.55933453942,3156.43895692884,0.01399234783954717,3942.0,4424.0,4679.0,Benin,lower middle,435.7392100000002,917.7392100000002,1172.7392100000002,3388.6121954917817,0.03355386309077657,0.01314615242717565,0.017961936198897188,0.019531312401908307,0.03740535537792655,0.037352700925997295,0.037324987336250004
15,BTN,688.24217,2019,1990.0,2737.99305333418,11797.2841991497,0.0516570258362683,1464.0,1674.0,1555.0,Bhutan,lower middle,775.75783,985.75783,866.75783,566.6593293249832,0.17665706342146503,0.013518631650830004,0.014398073208995,0.013937765789625578,0.020659479852565,0.020731407904344135,0.020696058726317856
